 ID,PARAM,dateTime,Chute-Hemmings,SYM
02OF002,1,2025/01/01,112,
02OF002,1,2025/01/02,114,
02OF002,1,2025/01/03,113,
02OF002,1,2025/01/04,111,
02OF002,1,2025/01/05,104,
02OF002,1,2025/01/06,105,
02OF002,1,2025/01/07,112,
02OF002,1,2025/01/08,118,
02OF002,1,2025/01/09,108,
02OF002,1,2025/01/10,104,
02OF002,1,2025/01/11,105,
02OF002,1,2025/01/12,105,
02OF002,1,2025/01/13,105,
02OF002,1,2025/01/14,108,
02OF002,1,2025/01/15,102,
02OF002,1,2025/01/16,92.0,
02OF002,1,2025/01/17,113,
02OF002,1,2025/01/18,106,
02OF002,1,2025/01/19,114,
02OF002,1,2025/01/20,101,
02OF002,1,2025/01/21,109,
02OF002,1,2025/01/22,106,
02OF002,1,2025/01/23,111,
02OF002,1,2025/01/24,108,
02OF002,1,2025/01/25,100,
02OF002,1,2025/01/26,93.0,
02OF002,1,2025/01/27,103,
02OF002,1,2025/01/28,108,
02OF002,1,2025/01/29,126,
02OF002,1,2025/01/30,126,
02OF002,1,2025/01/31,155,
02OF002,1,2025/02/01,153,
02OF002,1,2025/02/02,184,
02OF002,1,2025/02/03,139,
02OF002,1,2025/02/04,145,
02OF002,1,2025/02/05,144,
02OF002,1,2025/02/06,131,
02OF002,1,2025/02/07,123,
02OF002,1,2025/02/08,121,
02OF002,1,2025/02/09,110,
02OF002,1,2025/02/10,100,
02OF002,1,2025/02/11,118,
02OF002,1,2025/02/12,101,
02OF002,1,2025/02/13,105,
02OF002,1,2025/02/14,110,
02OF002,1,2025/02/15,100,
02OF002,1,2025/02/16,94.0,
02OF002,1,2025/02/17,79.0,
02OF002,1,2025/02/18,86.0,
02OF002,1,2025/02/19,88.0,
02OF002,1,2025/02/20,107,
02OF002,1,2025/02/21,126,
02OF002,1,2025/02/22,248,
02OF002,1,2025/02/23,335,
02OF002,1,2025/02/24,257,
02OF002,1,2025/02/25,240,
02OF002,1,2025/02/26,216,
02OF002,1,2025/02/27,185,
02OF002,1,2025/02/28,164,
02OF002,1,2025/03/01,167,
02OF002,1,2025/03/02,150,
02OF002,1,2025/03/03,156,
02OF002,1,2025/03/04,153,
02OF002,1,2025/03/05,143,
02OF002,1,2025/03/06,145,
02OF002,1,2025/03/07,142,
02OF002,1,2025/03/08,129,
02OF002,1,2025/03/09,134,
02OF002,1,2025/03/10,136,
02OF002,1,2025/03/11,146,
02OF002,1,2025/03/12,144,
02OF002,1,2025/03/13,145,
02OF002,1,2025/03/14,143,
02OF002,1,2025/03/15,153,
02OF002,1,2025/03/16,153,
02OF002,1,2025/03/17,164,
02OF002,1,2025/03/18,181,
02OF002,1,2025/03/19,195,
02OF002,1,2025/03/20,179,
02OF002,1,2025/03/21,151,
02OF002,1,2025/03/22,153,
02OF002,1,2025/03/23,158,
02OF002,1,2025/03/24,190,
02OF002,1,2025/03/25,221,
02OF002,1,2025/03/26,235,
02OF002,1,2025/03/27,236,
02OF002,1,2025/03/28,268,
02OF002,1,2025/03/29,251,
02OF002,1,2025/03/30,231,
02OF002,1,2025/03/31,224,
02OF002,1,2025/04/01,186,
02OF002,1,2025/04/02,177,
02OF002,1,2025/04/03,176,
02OF002,1,2025/04/04,245,
02OF002,1,2025/04/05,423,
02OF002,1,2025/04/06,476,
02OF002,1,2025/04/07,664,
02OF002,1,2025/04/08,701,
02OF002,1,2025/04/09,641,
02OF002,1,2025/04/10,614,
02OF002,1,2025/04/11,900,
02OF002,1,2025/04/12,1030,
02OF002,1,2025/04/13,1070,
02OF002,1,2025/04/14,1210,
02OF002,1,2025/04/15,1470,
02OF002,1,2025/04/16,1720,
02OF002,1,2025/04/17,2140,
02OF002,1,2025/04/18,1730,
02OF002,1,2025/04/19,1130,
02OF002,1,2025/04/20,1040,
02OF002,1,2025/04/21,977,
02OF002,1,2025/04/22,854,
02OF002,1,2025/04/23,715,
02OF002,1,2025/04/24,654,
02OF002,1,2025/04/25,728,
02OF002,1,2025/04/26,781,
02OF002,1,2025/04/27,913,
02OF002,1,2025/04/28,1150,
02OF002,1,2025/04/29,1060,
02OF002,1,2025/04/30,877,
02OF002,1,2025/05/01,793,
02OF002,1,2025/05/02,884,
02OF002,1,2025/05/03,839,
02OF002,1,2025/05/04,718,
02OF002,1,2025/05/05,616,
02OF002,1,2025/05/06,535,
02OF002,1,2025/05/07,467,
02OF002,1,2025/05/08,397,
02OF002,1,2025/05/09,381,
02OF002,1,2025/05/10,342,
02OF002,1,2025/05/11,250,
02OF002,1,2025/05/12,207,
02OF002,1,2025/05/13,195,
02OF002,1,2025/05/14,217,
02OF002,1,2025/05/15,167,
02OF002,1,2025/05/16,134,
02OF002,1,2025/05/17,240,
02OF002,1,2025/05/18,422,
02OF002,1,2025/05/19,368,
02OF002,1,2025/05/20,303,
02OF002,1,2025/05/21,238,
02OF002,1,2025/05/22,224,
02OF002,1,2025/05/23,191,
02OF002,1,2025/05/24,142,
02OF002,1,2025/05/25,138,
02OF002,1,2025/05/26,119,
02OF002,1,2025/05/27,287,
02OF002,1,2025/05/28,368,
02OF002,1,2025/05/29,290,
02OF002,1,2025/05/30,234,
02OF002,1,2025/05/31,247,
02OF002,1,2025/06/01,273,
02OF002,1,2025/06/02,304,
02OF002,1,2025/06/03,234,
02OF002,1,2025/06/04,298,
02OF002,1,2025/06/05,242,
02OF002,1,2025/06/06,215,
02OF002,1,2025/06/07,282,
02OF002,1,2025/06/08,448,
02OF002,1,2025/06/09,357,
02OF002,1,2025/06/10,266,
02OF002,1,2025/06/11,201,
02OF002,1,2025/06/12,195,
02OF002,1,2025/06/13,221,
02OF002,1,2025/06/14,258,
02OF002,1,2025/06/15,325,
02OF002,1,2025/06/16,276,
02OF002,1,2025/06/17,216,
02OF002,1,2025/06/18,172,
02OF002,1,2025/06/19,289,
02OF002,1,2025/06/20,318,
02OF002,1,2025/06/21,202,
02OF002,1,2025/06/22,206,
02OF002,1,2025/06/23,205,
02OF002,1,2025/06/24,192,
02OF002,1,2025/06/25,125,
02OF002,1,2025/06/26,118,
02OF002,1,2025/06/27,99.0,
02OF002,1,2025/06/28,205,
02OF002,1,2025/06/29,180,
02OF002,1,2025/06/30,165,
02OF002,1,2025/07/01,155,
02OF002,1,2025/07/02,204,
02OF002,1,2025/07/03,283,
02OF002,1,2025/07/04,287,
02OF002,1,2025/07/05,197,
02OF002,1,2025/07/06,147,
02OF002,1,2025/07/07,146,
02OF002,1,2025/07/08,159,
02OF002,1,2025/07/09,159,
02OF002,1,2025/07/10,234,
02OF002,1,2025/07/11,245,
02OF002,1,2025/07/12,214,
02OF002,1,2025/07/13,162,
02OF002,1,2025/07/14,131,
02OF002,1,2025/07/15,109,
02OF002,1,2025/07/16,95.0,
02OF002,1,2025/07/17,76.0,
02OF002,1,2025/07/18,77.0,
02OF002,1,2025/07/19,83.0,
02OF002,1,2025/07/20,79.0,
02OF002,1,2025/07/21,66.0,
02OF002,1,2025/07/22,67.0,
02OF002,1,2025/07/23,186,
02OF002,1,2025/07/24,261,
02OF002,1,2025/07/25,213,
02OF002,1,2025/07/26,178,
02OF002,1,2025/07/27,159,
02OF002,1,2025/07/28,149,
02OF002,1,2025/07/29,136,
02OF002,1,2025/07/30,108,
02OF002,1,2025/07/31,124,
02OF002,1,2025/08/01,158,
02OF002,1,2025/08/02,131,
02OF002,1,2025/08/03,124,
02OF002,1,2025/08/04,123,
02OF002,1,2025/08/05,153,
02OF002,1,2025/08/06,134,
02OF002,1,2025/08/07,127,
02OF002,1,2025/08/08,112,
02OF002,1,2025/08/09,91.0,
02OF002,1,2025/08/10,78.0,
02OF002,1,2025/08/11,71.0,
02OF002,1,2025/08/12,71.0,
02OF002,1,2025/08/13,67.0,
02OF002,1,2025/08/14,54.0,
02OF002,1,2025/08/15,71.0,
02OF002,1,2025/08/16,76.0,
02OF002,1,2025/08/17,61.0,
02OF002,1,2025/08/18,49.0,
02OF002,1,2025/08/19,54.0,
02OF002,1,2025/08/20,44.0,
02OF002,1,2025/08/21,63.0,
02OF002,1,2025/08/22,64.0,
02OF002,1,2025/08/23,100,
02OF002,1,2025/08/24,71.0,
02OF002,1,2025/08/25,60.0,
02OF002,1,2025/08/26,51.0,
02OF002,1,2025/08/27,54.0,
02OF002,1,2025/08/28,57.0,
02OF002,1,2025/08/29,49.0,
02OF002,1,2025/08/30,55.0,
02OF002,1,2025/08/31,51.0,
02OF002,1,2025/09/01,51.0,
02OF002,1,2025/09/02,49.0,
02OF002,1,2025/09/03,37.0,
02OF002,1,2025/09/04,34.0,
02OF002,1,2025/09/05,46.0,
02OF002,1,2025/09/06,47.0,
02OF002,1,2025/09/07,47.0,
02OF002,1,2025/09/08,51.0,
02OF002,1,2025/09/09,49.0,
02OF002,1,2025/09/10,71.0,
02OF002,1,2025/09/11,84.0,
02OF002,1,2025/09/12,110,
02OF002,1,2025/09/13,143,
02OF002,1,2025/09/14,112,
02OF002,1,2025/09/15,107,
02OF002,1,2025/09/16,90.0,
02OF002,1,2025/09/17,90.0,
02OF002,1,2025/09/18,92.0,
02OF002,1,2025/09/19,87.0,
02OF002,1,2025/09/20,77.0,
02OF002,1,2025/09/21,70.0,
02OF002,1,2025/09/22,73.0,
02OF002,1,2025/09/23,67.0,
02OF002,1,2025/09/24,78.0,
02OF002,1,2025/09/25,72.0,
02OF002,1,2025/09/26,68.0,
02OF002,1,2025/09/27,68.0,
02OF002,1,2025/09/28,68.0,
02OF002,1,2025/09/29,75.0,
02OF002,1,2025/09/30,78.0,
02OF002,1,2025/10/01,79.0,
02OF002,1,2025/10/02,85.0,
02OF002,1,2025/10/03,77.0,
02OF002,1,2025/10/04,71.0,
02OF002,1,2025/10/05,64.0,
02OF002,1,2025/10/06,74.0,
02OF002,1,2025/10/07,68.0,
02OF002,1,2025/10/08,67.0,
02OF002,1,2025/10/09,71.0,
02OF002,1,2025/10/10,75.0,
02OF002,1,2025/10/11,73.0,
02OF002,1,2025/10/12,72.0,
02OF002,1,2025/10/13,69.0,
02OF002,1,2025/10/14,51.0,
02OF002,1,2025/10/15,43.0,
02OF002,1,2025/10/16,46.0,
02OF002,1,2025/10/17,46.0,
02OF002,1,2025/10/18,53.0,
02OF002,1,2025/10/19,70.0,
02OF002,1,2025/10/20,50.0,
02OF002,1,2025/10/21,48.0,
02OF002,1,2025/10/22,44.0,
02OF002,1,2025/10/23,44.0,
02OF002,1,2025/10/24,62.0,
02OF002,1,2025/10/25,65.0,
02OF002,1,2025/10/26,54.0,
02OF002,1,2025/10/27,45.0,
02OF002,1,2025/10/28,72.0,
02OF002,1,2025/10/29,88.0,
02OF002,1,2025/10/30,43.0,
02OF002,1,2025/10/31,63.0,
02OF002,1,2025/11/01,72.0,
02OF002,1,2025/11/02,216,
02OF002,1,2025/11/03,213,
02OF002,1,2025/11/04,148,
02OF002,1,2025/11/05,123,
02OF002,1,2025/11/06,127,
02OF002,1,2025/11/07,167,
02OF002,1,2025/11/08,193,
02OF002,1,2025/11/09,153,
02OF002,1,2025/11/10,133,
02OF002,1,2025/11/11,107,
02OF002,1,2025/11/12,101,
02OF002,1,2025/11/13,64.0,
02OF002,1,2025/11/14,64.0,
02OF002,1,2025/11/15,69.0,
02OF002,1,2025/11/16,70.0,
02OF002,1,2025/11/17,57.0,
02OF002,1,2025/11/18,54.0,
02OF002,1,2025/11/19,55.0,
02OF002,1,2025/11/20,40.0,
02OF002,1,2025/11/21,42.0,
02OF002,1,2025/11/22,38.0,
02OF002,1,2025/11/23,56.0,
02OF002,1,2025/11/24,75.0,
02OF002,1,2025/11/25,66.0,
02OF002,1,2025/11/26,34.0,
02OF002,1,2025/11/27,30.0,
02OF002,1,2025/11/28,34.0,
02OF002,1,2025/11/29,58.0,
02OF002,1,2025/11/30,131,
02OF002,1,2025/12/01,112,
02OF002,1,2025/12/02,90.0,
02OF002,1,2025/12/03,90.0,
02OF002,1,2025/12/04,81.0,
02OF002,1,2025/12/05,122,
02OF002,1,2025/12/06,388,
02OF002,1,2025/12/07,603,
02OF002,1,2025/12/08,480,
02OF002,1,2025/12/09,305,
02OF002,1,2025/12/10,166,
02OF002,1,2025/12/11,118,
02OF002,1,2025/12/12,101,
02OF002,1,2025/12/13,72.0,
02OF002,1,2025/12/14,88.0,
02OF002,1,2025/12/15,85.0,
02OF002,1,2025/12/16,107,
02OF002,1,2025/12/17,96.0,
02OF002,1,2025/12/18,87.0,
02OF002,1,2025/12/19,86.0,
02OF002,1,2025/12/20,81.0,
02OF002,1,2025/12/21,98.0,
02OF002,1,2025/12/22,121,
02OF002,1,2025/12/23,106,
02OF002,1,2025/12/24,105,
02OF002,1,2025/12/25,109,
02OF002,1,2025/12/26,95.0,
02OF002,1,2025/12/27,84.0,
02OF002,1,2025/12/28,95.0,
02OF002,1,2025/12/29,81.0,
02OF002,1,2025/12/30,51.0,
02OF002,1,2025/12/31,60.0,
02OF002,1,2035/01/01,112,
02OF002,1,2035/01/02,114,
02OF002,1,2035/01/03,113,
02OF002,1,2035/01/04,111,
02OF002,1,2035/01/05,104,
02OF002,1,2035/01/06,105,
02OF002,1,2035/01/07,112,
02OF002,1,2035/01/08,118,
02OF002,1,2035/01/09,108,
02OF002,1,2035/01/10,104,
02OF002,1,2035/01/11,105,
02OF002,1,2035/01/12,105,
02OF002,1,2035/01/13,105,
02OF002,1,2035/01/14,108,
02OF002,1,2035/01/15,102,
02OF002,1,2035/01/16,92.0,
02OF002,1,2035/01/17,113,
02OF002,1,2035/01/18,106,
02OF002,1,2035/01/19,114,
02OF002,1,2035/01/20,101,
02OF002,1,2035/01/21,109,
02OF002,1,2035/01/22,106,
02OF002,1,2035/01/23,111,
02OF002,1,2035/01/24,108,
02OF002,1,2035/01/25,100,
02OF002,1,2035/01/26,93.0,
02OF002,1,2035/01/27,103,
02OF002,1,2035/01/28,108,
02OF002,1,2035/01/29,126,
02OF002,1,2035/01/30,126,
02OF002,1,2035/01/31,155,
02OF002,1,2035/02/01,153,
02OF002,1,2035/02/02,184,
02OF002,1,2035/02/03,139,
02OF002,1,2035/02/04,145,
02OF002,1,2035/02/05,144,
02OF002,1,2035/02/06,131,
02OF002,1,2035/02/07,123,
02OF002,1,2035/02/08,121,
02OF002,1,2035/02/09,110,
02OF002,1,2035/02/10,100,
02OF002,1,2035/02/11,118,
02OF002,1,2035/02/12,101,
02OF002,1,2035/02/13,105,
02OF002,1,2035/02/14,110,
02OF002,1,2035/02/15,100,
02OF002,1,2035/02/16,94.0,
02OF002,1,2035/02/17,79.0,
02OF002,1,2035/02/18,86.0,
02OF002,1,2035/02/19,88.0,
02OF002,1,2035/02/20,107,
02OF002,1,2035/02/21,126,
02OF002,1,2035/02/22,248,
02OF002,1,2035/02/23,335,
02OF002,1,2035/02/24,257,
02OF002,1,2035/02/25,240,
02OF002,1,2035/02/26,216,
02OF002,1,2035/02/27,185,
02OF002,1,2035/02/28,164,
02OF002,1,2035/03/01,167,
02OF002,1,2035/03/02,150,
02OF002,1,2035/03/03,156,
02OF002,1,2035/03/04,153,
02OF002,1,2035/03/05,143,
02OF002,1,2035/03/06,145,
02OF002,1,2035/03/07,142,
02OF002,1,2035/03/08,129,
02OF002,1,2035/03/09,134,
02OF002,1,2035/03/10,136,
02OF002,1,2035/03/11,146,
02OF002,1,2035/03/12,144,
02OF002,1,2035/03/13,145,
02OF002,1,2035/03/14,143,
02OF002,1,2035/03/15,153,
02OF002,1,2035/03/16,153,
02OF002,1,2035/03/17,164,
02OF002,1,2035/03/18,181,
02OF002,1,2035/03/19,195,
02OF002,1,2035/03/20,179,
02OF002,1,2035/03/21,151,
02OF002,1,2035/03/22,153,
02OF002,1,2035/03/23,158,
02OF002,1,2035/03/24,190,
02OF002,1,2035/03/25,221,
02OF002,1,2035/03/26,235,
02OF002,1,2035/03/27,236,
02OF002,1,2035/03/28,268,
02OF002,1,2035/03/29,251,
02OF002,1,2035/03/30,231,
02OF002,1,2035/03/31,224,
02OF002,1,2035/04/01,186,
02OF002,1,2035/04/02,177,
02OF002,1,2035/04/03,176,
02OF002,1,2035/04/04,245,
02OF002,1,2035/04/05,423,
02OF002,1,2035/04/06,476,
02OF002,1,2035/04/07,664,
02OF002,1,2035/04/08,701,
02OF002,1,2035/04/09,641,
02OF002,1,2035/04/10,614,
02OF002,1,2035/04/11,900,
02OF002,1,2035/04/12,1030,
02OF002,1,2035/04/13,1070,
02OF002,1,2035/04/14,1210,
02OF002,1,2035/04/15,1470,
02OF002,1,2035/04/16,1720,
02OF002,1,2035/04/17,2140,
02OF002,1,2035/04/18,1730,
02OF002,1,2035/04/19,1130,
02OF002,1,2035/04/20,1040,
02OF002,1,2035/04/21,977,
02OF002,1,2035/04/22,854,
02OF002,1,2035/04/23,715,
02OF002,1,2035/04/24,654,
02OF002,1,2035/04/25,728,
02OF002,1,2035/04/26,781,
02OF002,1,2035/04/27,913,
02OF002,1,2035/04/28,1150,
02OF002,1,2035/04/29,1060,
02OF002,1,2035/04/30,877,
02OF002,1,2035/05/01,793,
02OF002,1,2035/05/02,884,
02OF002,1,2035/05/03,839,
02OF002,1,2035/05/04,718,
02OF002,1,2035/05/05,616,
02OF002,1,2035/05/06,535,
02OF002,1,2035/05/07,467,
02OF002,1,2035/05/08,397,
02OF002,1,2035/05/09,381,
02OF002,1,2035/05/10,342,
02OF002,1,2035/05/11,250,
02OF002,1,2035/05/12,207,
02OF002,1,2035/05/13,195,
02OF002,1,2035/05/14,217,
02OF002,1,2035/05/15,167,
02OF002,1,2035/05/16,134,
02OF002,1,2035/05/17,240,
02OF002,1,2035/05/18,422,
02OF002,1,2035/05/19,368,
02OF002,1,2035/05/20,303,
02OF002,1,2035/05/21,238,
02OF002,1,2035/05/22,224,
02OF002,1,2035/05/23,191,
02OF002,1,2035/05/24,142,
02OF002,1,2035/05/25,138,
02OF002,1,2035/05/26,119,
02OF002,1,2035/05/27,287,
02OF002,1,2035/05/28,368,
02OF002,1,2035/05/29,290,
02OF002,1,2035/05/30,234,
02OF002,1,2035/05/31,247,
02OF002,1,2035/06/01,273,
02OF002,1,2035/06/02,304,
02OF002,1,2035/06/03,234,
02OF002,1,2035/06/04,298,
02OF002,1,2035/06/05,242,
02OF002,1,2035/06/06,215,
02OF002,1,2035/06/07,282,
02OF002,1,2035/06/08,448,
02OF002,1,2035/06/09,357,
02OF002,1,2035/06/10,266,
02OF002,1,2035/06/11,201,
02OF002,1,2035/06/12,195,
02OF002,1,2035/06/13,221,
02OF002,1,2035/06/14,258,
02OF002,1,2035/06/15,325,
02OF002,1,2035/06/16,276,
02OF002,1,2035/06/17,216,
02OF002,1,2035/06/18,172,
02OF002,1,2035/06/19,289,
02OF002,1,2035/06/20,318,
02OF002,1,2035/06/21,202,
02OF002,1,2035/06/22,206,
02OF002,1,2035/06/23,205,
02OF002,1,2035/06/24,192,
02OF002,1,2035/06/25,125,
02OF002,1,2035/06/26,118,
02OF002,1,2035/06/27,99.0,
02OF002,1,2035/06/28,205,
02OF002,1,2035/06/29,180,
02OF002,1,2035/06/30,165,
02OF002,1,2035/07/01,155,
02OF002,1,2035/07/02,204,
