 ID,PARAM,dateTime,Rapides-des-Quinze,SYM
02JB008,1,2035/07/01,508,
02JB008,1,2035/07/02,513,
02JB008,1,2035/07/03,522,
02JB008,1,2035/07/04,638,
02JB008,1,2035/07/05,754,
02JB008,1,2035/07/06,788,
02JB008,1,2035/07/07,772,
02JB008,1,2035/07/08,748,
02JB008,1,2035/07/09,715,
02JB008,1,2035/07/10,706,
02JB008,1,2035/07/11,668,
02JB008,1,2035/07/12,604,
02JB008,1,2035/07/13,548,
02JB008,1,2035/07/14,495,
02JB008,1,2035/07/15,490,
02JB008,1,2035/07/16,464,
02JB008,1,2035/07/17,462,
02JB008,1,2035/07/18,443,
02JB008,1,2035/07/19,415,
02JB008,1,2035/07/20,399,
02JB008,1,2035/07/21,398,
02JB008,1,2035/07/22,406,
02JB008,1,2035/07/23,401,
02JB008,1,2035/07/24,397,
02JB008,1,2035/07/25,413,
02JB008,1,2035/07/26,409,
02JB008,1,2035/07/27,406,
02JB008,1,2035/07/28,407,
02JB008,1,2035/07/29,408,
02JB008,1,2035/07/30,406,
02JB008,1,2035/07/31,412,
02JB008,1,2035/08/01,405,
02JB008,1,2035/08/02,434,
02JB008,1,2035/08/03,411,
02JB008,1,2035/08/04,425,
02JB008,1,2035/08/05,401,
02JB008,1,2035/08/06,396,
02JB008,1,2035/08/07,395,
02JB008,1,2035/08/08,420,
02JB008,1,2035/08/09,394,
02JB008,1,2035/08/10,391,
02JB008,1,2035/08/11,383,
02JB008,1,2035/08/12,388,
02JB008,1,2035/08/13,385,
02JB008,1,2035/08/14,385,
02JB008,1,2035/08/15,349,
02JB008,1,2035/08/16,317,
02JB008,1,2035/08/17,298,
02JB008,1,2035/08/18,294,
02JB008,1,2035/08/19,300,
02JB008,1,2035/08/20,304,
02JB008,1,2035/08/21,308,
02JB008,1,2035/08/22,305,
02JB008,1,2035/08/23,298,
02JB008,1,2035/08/24,297,
02JB008,1,2035/08/25,300,
02JB008,1,2035/08/26,300,
02JB008,1,2035/08/27,304,
02JB008,1,2035/08/28,306,
02JB008,1,2035/08/29,305,
02JB008,1,2035/08/30,306,
02JB008,1,2035/08/31,304,
02JB008,1,2035/09/01,308,
02JB008,1,2035/09/02,340,
02JB008,1,2035/09/03,381,
02JB008,1,2035/09/04,383,
02JB008,1,2035/09/05,376,
02JB008,1,2035/09/06,321,
02JB008,1,2035/09/07,295,
02JB008,1,2035/09/08,293,
02JB008,1,2035/09/09,292,
02JB008,1,2035/09/10,291,
02JB008,1,2035/09/11,292,
02JB008,1,2035/09/12,291,
02JB008,1,2035/09/13,290,
02JB008,1,2035/09/14,292,
02JB008,1,2035/09/15,290,
02JB008,1,2035/09/16,285,
02JB008,1,2035/09/17,280,
02JB008,1,2035/09/18,280,
02JB008,1,2035/09/19,274,
02JB008,1,2035/09/20,293,
02JB008,1,2035/09/21,287,
02JB008,1,2035/09/22,288,
02JB008,1,2035/09/23,287,
02JB008,1,2035/09/24,289,
02JB008,1,2035/09/25,290,
02JB008,1,2035/09/26,289,
02JB008,1,2035/09/27,286,
02JB008,1,2035/09/28,290,
02JB008,1,2035/09/29,291,
02JB008,1,2035/09/30,294,
02JB008,1,2035/10/01,293,
02JB008,1,2035/10/02,293,
02JB008,1,2035/10/03,295,
02JB008,1,2035/10/04,296,
02JB008,1,2035/10/05,346,
02JB008,1,2035/10/06,379,
02JB008,1,2035/10/07,378,
02JB008,1,2035/10/08,379,
02JB008,1,2035/10/09,379,
02JB008,1,2035/10/10,380,
02JB008,1,2035/10/11,380,
02JB008,1,2035/10/12,381,
02JB008,1,2035/10/13,380,
02JB008,1,2035/10/14,379,
02JB008,1,2035/10/15,370,
02JB008,1,2035/10/16,362,
02JB008,1,2035/10/17,388,
02JB008,1,2035/10/18,417,
02JB008,1,2035/10/19,415,
02JB008,1,2035/10/20,414,
02JB008,1,2035/10/21,413,
02JB008,1,2035/10/22,412,
02JB008,1,2035/10/23,413,
02JB008,1,2035/10/24,410,
02JB008,1,2035/10/25,408,
02JB008,1,2035/10/26,404,
02JB008,1,2035/10/27,402,
02JB008,1,2035/10/28,397,
02JB008,1,2035/10/29,394,
02JB008,1,2035/10/30,394,
02JB008,1,2035/10/31,395,
02JB008,1,2035/11/01,376,
02JB008,1,2035/11/02,342,
02JB008,1,2035/11/03,342,
02JB008,1,2035/11/04,341,
02JB008,1,2035/11/05,344,
02JB008,1,2035/11/06,347,
02JB008,1,2035/11/07,348,
02JB008,1,2035/11/08,383,
02JB008,1,2035/11/09,403,
02JB008,1,2035/11/10,409,
02JB008,1,2035/11/11,413,
02JB008,1,2035/11/12,415,
02JB008,1,2035/11/13,415,
02JB008,1,2035/11/14,415,
02JB008,1,2035/11/15,414,
02JB008,1,2035/11/16,416,
02JB008,1,2035/11/17,417,
02JB008,1,2035/11/18,416,
02JB008,1,2035/11/19,411,
02JB008,1,2035/11/20,414,
02JB008,1,2035/11/21,416,
02JB008,1,2035/11/22,409,
02JB008,1,2035/11/23,409,
02JB008,1,2035/11/24,411,
02JB008,1,2035/11/25,412,
02JB008,1,2035/11/26,410,
02JB008,1,2035/11/27,411,
02JB008,1,2035/11/28,414,
02JB008,1,2035/11/29,411,
02JB008,1,2035/11/30,412,
02JB008,1,2035/12/01,412,
02JB008,1,2035/12/02,413,
02JB008,1,2035/12/03,415,
02JB008,1,2035/12/04,413,
02JB008,1,2035/12/05,415,
02JB008,1,2035/12/06,410,
02JB008,1,2035/12/07,409,
02JB008,1,2035/12/08,408,
02JB008,1,2035/12/09,411,
02JB008,1,2035/12/10,411,
02JB008,1,2035/12/11,411,
02JB008,1,2035/12/12,411,
02JB008,1,2035/12/13,410,
02JB008,1,2035/12/14,407,
02JB008,1,2035/12/15,404,
02JB008,1,2035/12/16,404,
02JB008,1,2035/12/17,404,
02JB008,1,2035/12/18,403,
02JB008,1,2035/12/19,402,
02JB008,1,2035/12/20,402,
02JB008,1,2035/12/21,403,
02JB008,1,2035/12/22,403,
02JB008,1,2035/12/23,400,
02JB008,1,2035/12/24,398,
02JB008,1,2035/12/25,398,
02JB008,1,2035/12/26,398,
02JB008,1,2035/12/27,398,
02JB008,1,2035/12/28,408,
02JB008,1,2035/12/29,413,
02JB008,1,2035/12/30,414,
02JB008,1,2035/12/31,415,
02JB008,1,2050/01/01,464,
02JB008,1,2050/01/02,462,
02JB008,1,2050/01/03,460,
02JB008,1,2050/01/04,458,
02JB008,1,2050/01/05,474,
02JB008,1,2050/01/06,494,
02JB008,1,2050/01/07,487,
02JB008,1,2050/01/08,488,
02JB008,1,2050/01/09,484,
02JB008,1,2050/01/10,483,
02JB008,1,2050/01/11,477,
02JB008,1,2050/01/12,474,
02JB008,1,2050/01/13,482,
02JB008,1,2050/01/14,503,
02JB008,1,2050/01/15,497,
02JB008,1,2050/01/16,494,
02JB008,1,2050/01/17,479,
02JB008,1,2050/01/18,474,
02JB008,1,2050/01/19,469,
02JB008,1,2050/01/20,460,
02JB008,1,2050/01/21,480,
02JB008,1,2050/01/22,496,
02JB008,1,2050/01/23,488,
02JB008,1,2050/01/24,475,
02JB008,1,2050/01/25,469,
02JB008,1,2050/01/26,457,
02JB008,1,2050/01/27,457,
02JB008,1,2050/01/28,457,
02JB008,1,2050/01/29,445,
02JB008,1,2050/01/30,441,
02JB008,1,2050/01/31,450,
02JB008,1,2050/02/01,478,
02JB008,1,2050/02/02,474,
02JB008,1,2050/02/03,461,
02JB008,1,2050/02/04,455,
02JB008,1,2050/02/05,451,
02JB008,1,2050/02/06,446,
02JB008,1,2050/02/07,448,
02JB008,1,2050/02/08,439,
02JB008,1,2050/02/09,435,
02JB008,1,2050/02/10,431,
02JB008,1,2050/02/11,429,
02JB008,1,2050/02/12,426,
02JB008,1,2050/02/13,425,
02JB008,1,2050/02/14,423,
02JB008,1,2050/02/15,422,
02JB008,1,2050/02/16,417,
02JB008,1,2050/02/17,419,
02JB008,1,2050/02/18,414,
02JB008,1,2050/02/19,414,
02JB008,1,2050/02/20,418,
02JB008,1,2050/02/21,416,
02JB008,1,2050/02/22,412,
02JB008,1,2050/02/23,415,
02JB008,1,2050/02/24,414,
02JB008,1,2050/02/25,412,
02JB008,1,2050/02/26,406,
02JB008,1,2050/02/27,396,
02JB008,1,2050/02/28,423,
02JB008,1,2050/03/01,446,
02JB008,1,2050/03/02,436,
02JB008,1,2050/03/03,433,
02JB008,1,2050/03/04,436,
02JB008,1,2050/03/05,427,
02JB008,1,2050/03/06,416,
02JB008,1,2050/03/07,431,
02JB008,1,2050/03/08,449,
02JB008,1,2050/03/09,439,
02JB008,1,2050/03/10,448,
02JB008,1,2050/03/11,450,
02JB008,1,2050/03/12,452,
02JB008,1,2050/03/13,441,
02JB008,1,2050/03/14,430,
02JB008,1,2050/03/15,425,
02JB008,1,2050/03/16,414,
02JB008,1,2050/03/17,409,
02JB008,1,2050/03/18,394,
02JB008,1,2050/03/19,381,
02JB008,1,2050/03/20,367,
02JB008,1,2050/03/21,358,
02JB008,1,2050/03/22,337,
02JB008,1,2050/03/23,322,
02JB008,1,2050/03/24,310,
02JB008,1,2050/03/25,296,
02JB008,1,2050/03/26,286,
02JB008,1,2050/03/27,273,
02JB008,1,2050/03/28,268,
02JB008,1,2050/03/29,253,
02JB008,1,2050/03/30,241,
02JB008,1,2050/03/31,239,
02JB008,1,2050/04/01,230,
02JB008,1,2050/04/02,225,
02JB008,1,2050/04/03,218,
02JB008,1,2050/04/04,215,
02JB008,1,2050/04/05,205,
02JB008,1,2050/04/06,200,
02JB008,1,2050/04/07,201,
02JB008,1,2050/04/08,195,
02JB008,1,2050/04/09,192,
02JB008,1,2050/04/10,192,
02JB008,1,2050/04/11,187,
02JB008,1,2050/04/12,179,
02JB008,1,2050/04/13,185,
02JB008,1,2050/04/14,194,
02JB008,1,2050/04/15,229,
02JB008,1,2050/04/16,241,
02JB008,1,2050/04/17,256,
02JB008,1,2050/04/18,282,
02JB008,1,2050/04/19,306,
02JB008,1,2050/04/20,337,
02JB008,1,2050/04/21,345,
02JB008,1,2050/04/22,344,
02JB008,1,2050/04/23,346,
02JB008,1,2050/04/24,355,
02JB008,1,2050/04/25,340,
02JB008,1,2050/04/26,347,
02JB008,1,2050/04/27,349,
02JB008,1,2050/04/28,341,
02JB008,1,2050/04/29,335,
02JB008,1,2050/04/30,344,
02JB008,1,2050/05/01,364,
02JB008,1,2050/05/02,355,
02JB008,1,2050/05/03,336,
02JB008,1,2050/05/04,335,
02JB008,1,2050/05/05,313,
02JB008,1,2050/05/06,301,
02JB008,1,2050/05/07,311,
02JB008,1,2050/05/08,329,
02JB008,1,2050/05/09,317,
02JB008,1,2050/05/10,305,
02JB008,1,2050/05/11,299,
02JB008,1,2050/05/12,289,
02JB008,1,2050/05/13,288,
02JB008,1,2050/05/14,287,
02JB008,1,2050/05/15,295,
02JB008,1,2050/05/16,296,
02JB008,1,2050/05/17,296,
02JB008,1,2050/05/18,288,
02JB008,1,2050/05/19,277,
02JB008,1,2050/05/20,325,
02JB008,1,2050/05/21,350,
02JB008,1,2050/05/22,353,
02JB008,1,2050/05/23,356,
02JB008,1,2050/05/24,364,
02JB008,1,2050/05/25,356,
02JB008,1,2050/05/26,361,
02JB008,1,2050/05/27,354,
02JB008,1,2050/05/28,326,
02JB008,1,2050/05/29,327,
02JB008,1,2050/05/30,318,
02JB008,1,2050/05/31,303,
02JB008,1,2050/06/01,303,
02JB008,1,2050/06/02,308,
02JB008,1,2050/06/03,322,
02JB008,1,2050/06/04,343,
02JB008,1,2050/06/05,350,
02JB008,1,2050/06/06,337,
02JB008,1,2050/06/07,331,
02JB008,1,2050/06/08,313,
02JB008,1,2050/06/09,318,
02JB008,1,2050/06/10,318,
02JB008,1,2050/06/11,323,
02JB008,1,2050/06/12,325,
02JB008,1,2050/06/13,326,
02JB008,1,2050/06/14,317,
02JB008,1,2050/06/15,318,
02JB008,1,2050/06/16,310,
02JB008,1,2050/06/17,312,
02JB008,1,2050/06/18,314,
02JB008,1,2050/06/19,314,
02JB008,1,2050/06/20,313,
02JB008,1,2050/06/21,339,
02JB008,1,2050/06/22,335,
02JB008,1,2050/06/23,344,
02JB008,1,2050/06/24,347,
02JB008,1,2050/06/25,355,
02JB008,1,2050/06/26,358,
02JB008,1,2050/06/27,364,
02JB008,1,2050/06/28,429,
02JB008,1,2050/06/29,500,
02JB008,1,2050/06/30,500,
02JB008,1,2050/07/01,508,
02JB008,1,2050/07/02,513,
02JB008,1,2050/07/03,522,
02JB008,1,2050/07/04,638,
02JB008,1,2050/07/05,754,
02JB008,1,2050/07/06,788,
02JB008,1,2050/07/07,772,
02JB008,1,2050/07/08,748,
02JB008,1,2050/07/09,715,
02JB008,1,2050/07/10,706,
02JB008,1,2050/07/11,668,
02JB008,1,2050/07/12,604,
02JB008,1,2050/07/13,548,
02JB008,1,2050/07/14,495,
02JB008,1,2050/07/15,490,
02JB008,1,2050/07/16,464,
02JB008,1,2050/07/17,462,
02JB008,1,2050/07/18,443,
02JB008,1,2050/07/19,415,
02JB008,1,2050/07/20,399,
02JB008,1,2050/07/21,398,
02JB008,1,2050/07/22,406,
02JB008,1,2050/07/23,401,
02JB008,1,2050/07/24,397,
02JB008,1,2050/07/25,413,
02JB008,1,2050/07/26,409,
02JB008,1,2050/07/27,406,
02JB008,1,2050/07/28,407,
02JB008,1,2050/07/29,408,
02JB008,1,2050/07/30,406,
02JB008,1,2050/07/31,412,
02JB008,1,2050/08/01,405,
02JB008,1,2050/08/02,434,
02JB008,1,2050/08/03,411,
02JB008,1,2050/08/04,425,
02JB008,1,2050/08/05,401,
02JB008,1,2050/08/06,396,
02JB008,1,2050/08/07,395,
02JB008,1,2050/08/08,420,
02JB008,1,2050/08/09,394,
02JB008,1,2050/08/10,391,
02JB008,1,2050/08/11,383,
02JB008,1,2050/08/12,388,
02JB008,1,2050/08/13,385,
02JB008,1,2050/08/14,385,
02JB008,1,2050/08/15,349,
02JB008,1,2050/08/16,317,
02JB008,1,2050/08/17,298,
02JB008,1,2050/08/18,294,
02JB008,1,2050/08/19,300,
02JB008,1,2050/08/20,304,
02JB008,1,2050/08/21,308,
02JB008,1,2050/08/22,305,
02JB008,1,2050/08/23,298,
02JB008,1,2050/08/24,297,
02JB008,1,2050/08/25,300,
02JB008,1,2050/08/26,300,
02JB008,1,2050/08/27,304,
02JB008,1,2050/08/28,306,
02JB008,1,2050/08/29,305,
02JB008,1,2050/08/30,306,
02JB008,1,2050/08/31,304,
02JB008,1,2050/09/01,308,
02JB008,1,2050/09/02,340,
02JB008,1,2050/09/03,381,
02JB008,1,2050/09/04,383,
02JB008,1,2050/09/05,376,
02JB008,1,2050/09/06,321,
02JB008,1,2050/09/07,295,
02JB008,1,2050/09/08,293,
02JB008,1,2050/09/09,292,
02JB008,1,2050/09/10,291,
02JB008,1,2050/09/11,292,
02JB008,1,2050/09/12,291,
02JB008,1,2050/09/13,290,
02JB008,1,2050/09/14,292,
02JB008,1,2050/09/15,290,
02JB008,1,2050/09/16,285,
02JB008,1,2050/09/17,280,
02JB008,1,2050/09/18,280,
02JB008,1,2050/09/19,274,
02JB008,1,2050/09/20,293,
02JB008,1,2050/09/21,287,
02JB008,1,2050/09/22,288,
02JB008,1,2050/09/23,287,
02JB008,1,2050/09/24,289,
02JB008,1,2050/09/25,290,
02JB008,1,2050/09/26,289,
02JB008,1,2050/09/27,286,
02JB008,1,2050/09/28,290,
02JB008,1,2050/09/29,291,
02JB008,1,2050/09/30,294,
02JB008,1,2050/10/01,293,
02JB008,1,2050/10/02,293,
02JB008,1,2050/10/03,295,
02JB008,1,2050/10/04,296,
02JB008,1,2050/10/05,346,
02JB008,1,2050/10/06,379,
02JB008,1,2050/10/07,378,
02JB008,1,2050/10/08,379,
02JB008,1,2050/10/09,379,
02JB008,1,2050/10/10,380,
02JB008,1,2050/10/11,380,
02JB008,1,2050/10/12,381,
02JB008,1,2050/10/13,380,
02JB008,1,2050/10/14,379,
02JB008,1,2050/10/15,370,
02JB008,1,2050/10/16,362,
02JB008,1,2050/10/17,388,
02JB008,1,2050/10/18,417,
02JB008,1,2050/10/19,415,
02JB008,1,2050/10/20,414,
02JB008,1,2050/10/21,413,
02JB008,1,2050/10/22,412,
02JB008,1,2050/10/23,413,
02JB008,1,2050/10/24,410,
02JB008,1,2050/10/25,408,
02JB008,1,2050/10/26,404,
02JB008,1,2050/10/27,402,
02JB008,1,2050/10/28,397,
02JB008,1,2050/10/29,394,
02JB008,1,2050/10/30,394,
02JB008,1,2050/10/31,395,
02JB008,1,2050/11/01,376,
02JB008,1,2050/11/02,342,
02JB008,1,2050/11/03,342,
02JB008,1,2050/11/04,341,
02JB008,1,2050/11/05,344,
02JB008,1,2050/11/06,347,
02JB008,1,2050/11/07,348,
02JB008,1,2050/11/08,383,
02JB008,1,2050/11/09,403,
02JB008,1,2050/11/10,409,
02JB008,1,2050/11/11,413,
02JB008,1,2050/11/12,415,
02JB008,1,2050/11/13,415,
02JB008,1,2050/11/14,415,
02JB008,1,2050/11/15,414,
02JB008,1,2050/11/16,416,
02JB008,1,2050/11/17,417,
02JB008,1,2050/11/18,416,
02JB008,1,2050/11/19,411,
02JB008,1,2050/11/20,414,
02JB008,1,2050/11/21,416,
02JB008,1,2050/11/22,409,
02JB008,1,2050/11/23,409,
02JB008,1,2050/11/24,411,
02JB008,1,2050/11/25,412,
02JB008,1,2050/11/26,410,
02JB008,1,2050/11/27,411,
02JB008,1,2050/11/28,414,
02JB008,1,2050/11/29,411,
02JB008,1,2050/11/30,412,
02JB008,1,2050/12/01,412,
02JB008,1,2050/12/02,413,
02JB008,1,2050/12/03,415,
02JB008,1,2050/12/04,413,
02JB008,1,2050/12/05,415,
02JB008,1,2050/12/06,410,
02JB008,1,2050/12/07,409,
02JB008,1,2050/12/08,408,
02JB008,1,2050/12/09,411,
02JB008,1,2050/12/10,411,
02JB008,1,2050/12/11,411,
02JB008,1,2050/12/12,411,
02JB008,1,2050/12/13,410,
02JB008,1,2050/12/14,407,
02JB008,1,2050/12/15,404,
02JB008,1,2050/12/16,404,
02JB008,1,2050/12/17,404,
02JB008,1,2050/12/18,403,
02JB008,1,2050/12/19,402,
02JB008,1,2050/12/20,402,
02JB008,1,2050/12/21,403,
02JB008,1,2050/12/22,403,
02JB008,1,2050/12/23,400,
02JB008,1,2050/12/24,398,
02JB008,1,2050/12/25,398,
02JB008,1,2050/12/26,398,
02JB008,1,2050/12/27,398,
02JB008,1,2050/12/28,408,
02JB008,1,2050/12/29,413,
02JB008,1,2050/12/30,414,
02JB008,1,2050/12/31,415,
