 ID,PARAM,dateTime,Shawinigan-3,SYM
02NG006,1,2025/01/01,252,
02NG006,1,2025/01/02,402,
02NG006,1,2025/01/03,394,
02NG006,1,2025/01/04,428,
02NG006,1,2025/01/05,510,
02NG006,1,2025/01/06,286,
02NG006,1,2025/01/07,408,
02NG006,1,2025/01/08,394,
02NG006,1,2025/01/09,530,
02NG006,1,2025/01/10,481,
02NG006,1,2025/01/11,456,
02NG006,1,2025/01/12,498,
02NG006,1,2025/01/13,354,
02NG006,1,2025/01/14,402,
02NG006,1,2025/01/15,447,
02NG006,1,2025/01/16,493,
02NG006,1,2025/01/17,524,
02NG006,1,2025/01/18,490,
02NG006,1,2025/01/19,476,
02NG006,1,2025/01/20,343,
02NG006,1,2025/01/21,433,
02NG006,1,2025/01/22,445,
02NG006,1,2025/01/23,487,
02NG006,1,2025/01/24,501,
02NG006,1,2025/01/25,535,
02NG006,1,2025/01/26,521,
02NG006,1,2025/01/27,394,
02NG006,1,2025/01/28,394,
02NG006,1,2025/01/29,391,
02NG006,1,2025/01/30,490,
02NG006,1,2025/01/31,459,
02NG006,1,2025/02/01,473,
02NG006,1,2025/02/02,459,
02NG006,1,2025/02/03,351,
02NG006,1,2025/02/04,405,
02NG006,1,2025/02/05,433,
02NG006,1,2025/02/06,490,
02NG006,1,2025/02/07,479,
02NG006,1,2025/02/08,464,
02NG006,1,2025/02/09,510,
02NG006,1,2025/02/10,365,
02NG006,1,2025/02/11,360,
02NG006,1,2025/02/12,425,
02NG006,1,2025/02/13,447,
02NG006,1,2025/02/14,462,
02NG006,1,2025/02/15,467,
02NG006,1,2025/02/16,459,
02NG006,1,2025/02/17,357,
02NG006,1,2025/02/18,399,
02NG006,1,2025/02/19,445,
02NG006,1,2025/02/20,456,
02NG006,1,2025/02/21,456,
02NG006,1,2025/02/22,456,
02NG006,1,2025/02/23,493,
02NG006,1,2025/02/24,388,
02NG006,1,2025/02/25,396,
02NG006,1,2025/02/26,428,
02NG006,1,2025/02/27,513,
02NG006,1,2025/02/28,507,
02NG006,1,2025/03/01,487,
02NG006,1,2025/03/02,498,
02NG006,1,2025/03/03,408,
02NG006,1,2025/03/04,419,
02NG006,1,2025/03/05,439,
02NG006,1,2025/03/06,496,
02NG006,1,2025/03/07,487,
02NG006,1,2025/03/08,456,
02NG006,1,2025/03/09,481,
02NG006,1,2025/03/10,360,
02NG006,1,2025/03/11,430,
02NG006,1,2025/03/12,462,
02NG006,1,2025/03/13,515,
02NG006,1,2025/03/14,496,
02NG006,1,2025/03/15,473,
02NG006,1,2025/03/16,481,
02NG006,1,2025/03/17,385,
02NG006,1,2025/03/18,439,
02NG006,1,2025/03/19,453,
02NG006,1,2025/03/20,479,
02NG006,1,2025/03/21,504,
02NG006,1,2025/03/22,473,
02NG006,1,2025/03/23,467,
02NG006,1,2025/03/24,394,
02NG006,1,2025/03/25,430,
02NG006,1,2025/03/26,447,
02NG006,1,2025/03/27,552,
02NG006,1,2025/03/28,504,
02NG006,1,2025/03/29,487,
02NG006,1,2025/03/30,498,
02NG006,1,2025/03/31,450,
02NG006,1,2025/04/01,442,
02NG006,1,2025/04/02,544,
02NG006,1,2025/04/03,595,
02NG006,1,2025/04/04,595,
02NG006,1,2025/04/05,595,
02NG006,1,2025/04/06,609,
02NG006,1,2025/04/07,507,
02NG006,1,2025/04/08,470,
02NG006,1,2025/04/09,580,
02NG006,1,2025/04/10,561,
02NG006,1,2025/04/11,575,
02NG006,1,2025/04/12,544,
02NG006,1,2025/04/13,501,
02NG006,1,2025/04/14,496,
02NG006,1,2025/04/15,555,
02NG006,1,2025/04/16,637,
02NG006,1,2025/04/17,725,
02NG006,1,2025/04/18,725,
02NG006,1,2025/04/19,810,
02NG006,1,2025/04/20,810,
02NG006,1,2025/04/21,725,
02NG006,1,2025/04/22,784,
02NG006,1,2025/04/23,912,
02NG006,1,2025/04/24,1040,
02NG006,1,2025/04/25,881,
02NG006,1,2025/04/26,892,
02NG006,1,2025/04/27,861,
02NG006,1,2025/04/28,660,
02NG006,1,2025/04/29,776,
02NG006,1,2025/04/30,881,
02NG006,1,2025/05/01,1490,
02NG006,1,2025/05/02,1730,
02NG006,1,2025/05/03,1630,
02NG006,1,2025/05/04,1530,
02NG006,1,2025/05/05,1420,
02NG006,1,2025/05/06,1210,
02NG006,1,2025/05/07,1450,
02NG006,1,2025/05/08,1280,
02NG006,1,2025/05/09,1190,
02NG006,1,2025/05/10,1080,
02NG006,1,2025/05/11,1020,
02NG006,1,2025/05/12,934,
02NG006,1,2025/05/13,725,
02NG006,1,2025/05/14,776,
02NG006,1,2025/05/15,793,
02NG006,1,2025/05/16,810,
02NG006,1,2025/05/17,810,
02NG006,1,2025/05/18,782,
02NG006,1,2025/05/19,558,
02NG006,1,2025/05/20,643,
02NG006,1,2025/05/21,793,
02NG006,1,2025/05/22,827,
02NG006,1,2025/05/23,892,
02NG006,1,2025/05/24,818,
02NG006,1,2025/05/25,793,
02NG006,1,2025/05/26,685,
02NG006,1,2025/05/27,572,
02NG006,1,2025/05/28,595,
02NG006,1,2025/05/29,521,
02NG006,1,2025/05/30,583,
02NG006,1,2025/05/31,597,
02NG006,1,2025/06/01,654,
02NG006,1,2025/06/02,251,
02NG006,1,2025/06/03,490,
02NG006,1,2025/06/04,549,
02NG006,1,2025/06/05,600,
02NG006,1,2025/06/06,524,
02NG006,1,2025/06/07,614,
02NG006,1,2025/06/08,592,
02NG006,1,2025/06/09,303,
02NG006,1,2025/06/10,445,
02NG006,1,2025/06/11,515,
02NG006,1,2025/06/12,501,
02NG006,1,2025/06/13,462,
02NG006,1,2025/06/14,490,
02NG006,1,2025/06/15,510,
02NG006,1,2025/06/16,2530,
02NG006,1,2025/06/17,413,
02NG006,1,2025/06/18,490,
02NG006,1,2025/06/19,447,
02NG006,1,2025/06/20,464,
02NG006,1,2025/06/21,527,
02NG006,1,2025/06/22,569,
02NG006,1,2025/06/23,371,
02NG006,1,2025/06/24,436,
02NG006,1,2025/06/25,453,
02NG006,1,2025/06/26,580,
02NG006,1,2025/06/27,549,
02NG006,1,2025/06/28,589,
02NG006,1,2025/06/29,595,
02NG006,1,2025/06/30,294,
02NG006,1,2025/07/01,294,
02NG006,1,2025/07/02,396,
02NG006,1,2025/07/03,479,
02NG006,1,2025/07/04,481,
02NG006,1,2025/07/05,498,
02NG006,1,2025/07/06,391,
02NG006,1,2025/07/07,232,
02NG006,1,2025/07/08,357,
02NG006,1,2025/07/09,2120,
02NG006,1,2025/07/10,473,
02NG006,1,2025/07/11,515,
02NG006,1,2025/07/12,422,
02NG006,1,2025/07/13,527,
02NG006,1,2025/07/14,192,
02NG006,1,2025/07/15,337,
02NG006,1,2025/07/16,436,
02NG006,1,2025/07/17,433,
02NG006,1,2025/07/18,470,
02NG006,1,2025/07/19,459,
02NG006,1,2025/07/20,396,
02NG006,1,2025/07/21,199,
02NG006,1,2025/07/22,411,
02NG006,1,2025/07/23,402,
02NG006,1,2025/07/24,368,
02NG006,1,2025/07/25,394,
02NG006,1,2025/07/26,385,
02NG006,1,2025/07/27,385,
02NG006,1,2025/07/28,180,
02NG006,1,2025/07/29,402,
02NG006,1,2025/07/30,470,
02NG006,1,2025/07/31,473,
02NG006,1,2025/08/01,456,
02NG006,1,2025/08/02,456,
02NG006,1,2025/08/03,428,
02NG006,1,2025/08/04,181,
02NG006,1,2025/08/05,430,
02NG006,1,2025/08/06,408,
02NG006,1,2025/08/07,374,
02NG006,1,2025/08/08,377,
02NG006,1,2025/08/09,411,
02NG006,1,2025/08/10,445,
02NG006,1,2025/08/11,128,
02NG006,1,2025/08/12,442,
02NG006,1,2025/08/13,396,
02NG006,1,2025/08/14,496,
02NG006,1,2025/08/15,413,
02NG006,1,2025/08/16,405,
02NG006,1,2025/08/17,385,
02NG006,1,2025/08/18,2380,
02NG006,1,2025/08/19,428,
02NG006,1,2025/08/20,490,
02NG006,1,2025/08/21,515,
02NG006,1,2025/08/22,558,
02NG006,1,2025/08/23,532,
02NG006,1,2025/08/24,603,
02NG006,1,2025/08/25,425,
02NG006,1,2025/08/26,447,
02NG006,1,2025/08/27,541,
02NG006,1,2025/08/28,510,
02NG006,1,2025/08/29,462,
02NG006,1,2025/08/30,479,
02NG006,1,2025/08/31,530,
02NG006,1,2025/09/01,328,
02NG006,1,2025/09/02,2140,
02NG006,1,2025/09/03,447,
02NG006,1,2025/09/04,592,
02NG006,1,2025/09/05,524,
02NG006,1,2025/09/06,564,
02NG006,1,2025/09/07,578,
02NG006,1,2025/09/08,365,
02NG006,1,2025/09/09,597,
02NG006,1,2025/09/10,612,
02NG006,1,2025/09/11,538,
02NG006,1,2025/09/12,614,
02NG006,1,2025/09/13,651,
02NG006,1,2025/09/14,694,
02NG006,1,2025/09/15,549,
02NG006,1,2025/09/16,501,
02NG006,1,2025/09/17,609,
02NG006,1,2025/09/18,606,
02NG006,1,2025/09/19,586,
02NG006,1,2025/09/20,674,
02NG006,1,2025/09/21,595,
02NG006,1,2025/09/22,527,
02NG006,1,2025/09/23,498,
02NG006,1,2025/09/24,586,
02NG006,1,2025/09/25,578,
02NG006,1,2025/09/26,535,
02NG006,1,2025/09/27,578,
02NG006,1,2025/09/28,595,
02NG006,1,2025/09/29,447,
02NG006,1,2025/09/30,646,
02NG006,1,2025/10/01,606,
02NG006,1,2025/10/02,572,
02NG006,1,2025/10/03,572,
02NG006,1,2025/10/04,612,
02NG006,1,2025/10/05,620,
02NG006,1,2025/10/06,450,
02NG006,1,2025/10/07,578,
02NG006,1,2025/10/08,612,
02NG006,1,2025/10/09,583,
02NG006,1,2025/10/10,532,
02NG006,1,2025/10/11,623,
02NG006,1,2025/10/12,595,
02NG006,1,2025/10/13,575,
02NG006,1,2025/10/14,612,
02NG006,1,2025/10/15,580,
02NG006,1,2025/10/16,572,
02NG006,1,2025/10/17,617,
02NG006,1,2025/10/18,572,
02NG006,1,2025/10/19,637,
02NG006,1,2025/10/20,530,
02NG006,1,2025/10/21,524,
02NG006,1,2025/10/22,614,
02NG006,1,2025/10/23,614,
02NG006,1,2025/10/24,589,
02NG006,1,2025/10/25,631,
02NG006,1,2025/10/26,654,
02NG006,1,2025/10/27,484,
02NG006,1,2025/10/28,606,
02NG006,1,2025/10/29,651,
02NG006,1,2025/10/30,651,
02NG006,1,2025/10/31,620,
02NG006,1,2025/11/01,612,
02NG006,1,2025/11/02,617,
02NG006,1,2025/11/03,453,
02NG006,1,2025/11/04,592,
02NG006,1,2025/11/05,668,
02NG006,1,2025/11/06,600,
02NG006,1,2025/11/07,623,
02NG006,1,2025/11/08,773,
02NG006,1,2025/11/09,1370,
02NG006,1,2025/11/10,1310,
02NG006,1,2025/11/11,1210,
02NG006,1,2025/11/12,1070,
02NG006,1,2025/11/13,1130,
02NG006,1,2025/11/14,1040,
02NG006,1,2025/11/15,946,
02NG006,1,2025/11/16,889,
02NG006,1,2025/11/17,830,
02NG006,1,2025/11/18,748,
02NG006,1,2025/11/19,748,
02NG006,1,2025/11/20,750,
02NG006,1,2025/11/21,742,
02NG006,1,2025/11/22,731,
02NG006,1,2025/11/23,685,
02NG006,1,2025/11/24,637,
02NG006,1,2025/11/25,731,
02NG006,1,2025/11/26,776,
02NG006,1,2025/11/27,714,
02NG006,1,2025/11/28,728,
02NG006,1,2025/11/29,697,
02NG006,1,2025/11/30,728,
02NG006,1,2025/12/01,869,
02NG006,1,2025/12/02,813,
02NG006,1,2025/12/03,779,
02NG006,1,2025/12/04,705,
02NG006,1,2025/12/05,668,
02NG006,1,2025/12/06,646,
02NG006,1,2025/12/07,665,
02NG006,1,2025/12/08,677,
02NG006,1,2025/12/09,643,
02NG006,1,2025/12/10,640,
02NG006,1,2025/12/11,589,
02NG006,1,2025/12/12,572,
02NG006,1,2025/12/13,521,
02NG006,1,2025/12/14,453,
02NG006,1,2025/12/15,597,
02NG006,1,2025/12/16,589,
02NG006,1,2025/12/17,626,
02NG006,1,2025/12/18,654,
02NG006,1,2025/12/19,680,
02NG006,1,2025/12/20,674,
02NG006,1,2025/12/21,572,
02NG006,1,2025/12/22,600,
02NG006,1,2025/12/23,680,
02NG006,1,2025/12/24,524,
02NG006,1,2025/12/25,510,
02NG006,1,2025/12/26,544,
02NG006,1,2025/12/27,572,
02NG006,1,2025/12/28,501,
02NG006,1,2025/12/29,564,
02NG006,1,2025/12/30,657,
02NG006,1,2025/12/31,657,
02NG006,1,2035/01/01,252,
02NG006,1,2035/01/02,402,
02NG006,1,2035/01/03,394,
02NG006,1,2035/01/04,428,
02NG006,1,2035/01/05,510,
02NG006,1,2035/01/06,286,
02NG006,1,2035/01/07,408,
02NG006,1,2035/01/08,394,
02NG006,1,2035/01/09,530,
02NG006,1,2035/01/10,481,
02NG006,1,2035/01/11,456,
02NG006,1,2035/01/12,498,
02NG006,1,2035/01/13,354,
02NG006,1,2035/01/14,402,
02NG006,1,2035/01/15,447,
02NG006,1,2035/01/16,493,
02NG006,1,2035/01/17,524,
02NG006,1,2035/01/18,490,
02NG006,1,2035/01/19,476,
02NG006,1,2035/01/20,343,
02NG006,1,2035/01/21,433,
02NG006,1,2035/01/22,445,
02NG006,1,2035/01/23,487,
02NG006,1,2035/01/24,501,
02NG006,1,2035/01/25,535,
02NG006,1,2035/01/26,521,
02NG006,1,2035/01/27,394,
02NG006,1,2035/01/28,394,
02NG006,1,2035/01/29,391,
02NG006,1,2035/01/30,490,
02NG006,1,2035/01/31,459,
02NG006,1,2035/02/01,473,
02NG006,1,2035/02/02,459,
02NG006,1,2035/02/03,351,
02NG006,1,2035/02/04,405,
02NG006,1,2035/02/05,433,
02NG006,1,2035/02/06,490,
02NG006,1,2035/02/07,479,
02NG006,1,2035/02/08,464,
02NG006,1,2035/02/09,510,
02NG006,1,2035/02/10,365,
02NG006,1,2035/02/11,360,
02NG006,1,2035/02/12,425,
02NG006,1,2035/02/13,447,
02NG006,1,2035/02/14,462,
02NG006,1,2035/02/15,467,
02NG006,1,2035/02/16,459,
02NG006,1,2035/02/17,357,
02NG006,1,2035/02/18,399,
02NG006,1,2035/02/19,445,
02NG006,1,2035/02/20,456,
02NG006,1,2035/02/21,456,
02NG006,1,2035/02/22,456,
02NG006,1,2035/02/23,493,
02NG006,1,2035/02/24,388,
02NG006,1,2035/02/25,396,
02NG006,1,2035/02/26,428,
02NG006,1,2035/02/27,513,
02NG006,1,2035/02/28,507,
02NG006,1,2035/03/01,487,
02NG006,1,2035/03/02,498,
02NG006,1,2035/03/03,408,
02NG006,1,2035/03/04,419,
02NG006,1,2035/03/05,439,
02NG006,1,2035/03/06,496,
02NG006,1,2035/03/07,487,
02NG006,1,2035/03/08,456,
02NG006,1,2035/03/09,481,
02NG006,1,2035/03/10,360,
02NG006,1,2035/03/11,430,
02NG006,1,2035/03/12,462,
02NG006,1,2035/03/13,515,
02NG006,1,2035/03/14,496,
02NG006,1,2035/03/15,473,
02NG006,1,2035/03/16,481,
02NG006,1,2035/03/17,385,
02NG006,1,2035/03/18,439,
02NG006,1,2035/03/19,453,
02NG006,1,2035/03/20,479,
02NG006,1,2035/03/21,504,
02NG006,1,2035/03/22,473,
02NG006,1,2035/03/23,467,
02NG006,1,2035/03/24,394,
02NG006,1,2035/03/25,430,
02NG006,1,2035/03/26,447,
02NG006,1,2035/03/27,552,
02NG006,1,2035/03/28,504,
02NG006,1,2035/03/29,487,
02NG006,1,2035/03/30,498,
02NG006,1,2035/03/31,450,
02NG006,1,2035/04/01,442,
02NG006,1,2035/04/02,544,
02NG006,1,2035/04/03,595,
02NG006,1,2035/04/04,595,
02NG006,1,2035/04/05,595,
02NG006,1,2035/04/06,609,
02NG006,1,2035/04/07,507,
02NG006,1,2035/04/08,470,
02NG006,1,2035/04/09,580,
02NG006,1,2035/04/10,561,
02NG006,1,2035/04/11,575,
02NG006,1,2035/04/12,544,
02NG006,1,2035/04/13,501,
02NG006,1,2035/04/14,496,
02NG006,1,2035/04/15,555,
02NG006,1,2035/04/16,637,
02NG006,1,2035/04/17,725,
02NG006,1,2035/04/18,725,
02NG006,1,2035/04/19,810,
02NG006,1,2035/04/20,810,
02NG006,1,2035/04/21,725,
02NG006,1,2035/04/22,784,
02NG006,1,2035/04/23,912,
02NG006,1,2035/04/24,1040,
02NG006,1,2035/04/25,881,
02NG006,1,2035/04/26,892,
02NG006,1,2035/04/27,861,
02NG006,1,2035/04/28,660,
02NG006,1,2035/04/29,776,
02NG006,1,2035/04/30,881,
02NG006,1,2035/05/01,1490,
02NG006,1,2035/05/02,1730,
02NG006,1,2035/05/03,1630,
02NG006,1,2035/05/04,1530,
02NG006,1,2035/05/05,1420,
02NG006,1,2035/05/06,1210,
02NG006,1,2035/05/07,1450,
02NG006,1,2035/05/08,1280,
02NG006,1,2035/05/09,1190,
02NG006,1,2035/05/10,1080,
02NG006,1,2035/05/11,1020,
02NG006,1,2035/05/12,934,
02NG006,1,2035/05/13,725,
02NG006,1,2035/05/14,776,
02NG006,1,2035/05/15,793,
02NG006,1,2035/05/16,810,
02NG006,1,2035/05/17,810,
02NG006,1,2035/05/18,782,
02NG006,1,2035/05/19,558,
02NG006,1,2035/05/20,643,
02NG006,1,2035/05/21,793,
02NG006,1,2035/05/22,827,
02NG006,1,2035/05/23,892,
02NG006,1,2035/05/24,818,
02NG006,1,2035/05/25,793,
02NG006,1,2035/05/26,685,
02NG006,1,2035/05/27,572,
02NG006,1,2035/05/28,595,
02NG006,1,2035/05/29,521,
02NG006,1,2035/05/30,583,
02NG006,1,2035/05/31,597,
02NG006,1,2035/06/01,654,
02NG006,1,2035/06/02,251,
02NG006,1,2035/06/03,490,
02NG006,1,2035/06/04,549,
02NG006,1,2035/06/05,600,
02NG006,1,2035/06/06,524,
02NG006,1,2035/06/07,614,
02NG006,1,2035/06/08,592,
02NG006,1,2035/06/09,303,
02NG006,1,2035/06/10,445,
02NG006,1,2035/06/11,515,
02NG006,1,2035/06/12,501,
02NG006,1,2035/06/13,462,
02NG006,1,2035/06/14,490,
02NG006,1,2035/06/15,510,
02NG006,1,2035/06/16,2530,
02NG006,1,2035/06/17,413,
02NG006,1,2035/06/18,490,
02NG006,1,2035/06/19,447,
02NG006,1,2035/06/20,464,
02NG006,1,2035/06/21,527,
02NG006,1,2035/06/22,569,
02NG006,1,2035/06/23,371,
02NG006,1,2035/06/24,436,
02NG006,1,2035/06/25,453,
02NG006,1,2035/06/26,580,
02NG006,1,2035/06/27,549,
02NG006,1,2035/06/28,589,
02NG006,1,2035/06/29,595,
02NG006,1,2035/06/30,294,
